Timestamp,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Brownout Sticky Warning,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Current,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Current,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Brownout Warning,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Primary Encoder Velocity,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Current,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Ext EEPROM Warning,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Primary Encoder Velocity,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Current,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Ext EEPROM Sticky Warning
1771298585116,,,,,,,,,0,,,
1771298585155,,,,,,,,,,-105.03443908691406,,
1771298585173,,,,,,,,,,,,0
1771298585192,,,,,,,,,,,24.395604395604376,
1771298585225,-102.32105255126953,,,,,,,,,,,
1771298585250,,,23.113553113553095,,,,,,,,,
1771298585268,,0,,,,,,,,,,
1771298585285,,,,,,0,,,,,,
1771298585313,,,,0.0362950935959816,,,,,,,,
1771298585333,,,,,,,-0.004793691914528608,,,,,
1771298585375,,,,,0,,,,,,,
1771298585394,,,,,,,,0,,,,
1771298585413,,,,,,,,,0,,,
1771298585433,,,,,,,,,,,,0
1771298585459,,,,,,,,,,-104.16801452636719,,
1771298585483,-102.3210220336914,,,,,,,,,,,
1771298585501,,,,,,,,,,,27.728937728937705,
1771298585522,,,17.43589743589742,,,,,,,,,
1771298585563,,0,,,,,,,,,,
1771298585583,,,,,,0,,,,,,
1771298585607,,,,0.021503131836652756,,,,,,,,
1771298585627,,,,,,,0.007122056558728218,,,,,
1771298585650,,,,,0,,,,,,,
1771298585670,,,,,,,,0,,,,
1771298585692,,,,,,,,,0,,,
1771298585719,,,,,,,,,,,,0
1771298585743,,,,,,,,,,-103.092041015625,,
1771298585786,-102.9194107055664,,,,,,,,,,,
1771298585809,,,,,,,,,,,24.725274725274705,
